subject	Label				
SACRA FAMIGLIA CON SANT'ANNA	1				
passaggio del Mar Rosso	1				
Giobbe sul letamaio	1				
San Luigi Gonzaga	1				
Ritratto di Giovan Battista Giovio	1				
natività di Gesù; natività	1				
ritratto di Ferdinando II di Borbone	1				
Madonna con Bambino e santi, Madonna Sistina	1				
ritratto d'uomo, Cavaliere in corazza e parruccone	1				
San Francesco di Paola attraversa lo stretto di Messina sul suo mantello	0				
morte di S. Francesco d'Assisi	1				
trionfo della Fede	1				
SANTA LUCIA	1				
SCENA DI GENERE	1				
San Girolamo nel deserto	1				
scena di battaglia	1				
sacra famiglia con san Giovanni battista bambino	1				
Personaggi: figure femminili; figura maschile; bambino.	0				
Personaggi: figura maschile; figura femminile.	0				
Personaggi: figure maschili; soldati; fanti.	0				
Figure: Santo apostolo.	0				
Personaggi: don paolo Giordano duca di Bracciano.	0				
Soggetti profani: vergine Tuccia dimostra la propria innocenza.	0				
Personaggi: Madonna; Bambino; Sant'Antonio da Padova; San Leonardo. Attributi: (Madonna) gigli; corona; (Sant'Antonio da Padova) libro; cuore ardente; (San Leonardo) libro; ceppi. Figure: angeli. Oggetti: trono.	0				
Paesaggi: marina. Figure: pescatori.	0				
Personaggi: Sant'Ignazio di Loyola.	0				
Ritratto di Andrea Palladio	1				
Soggetti profani: Cristo flagellato alla colonna.	0				
Soggetti sacri: Miracolo delle rose. Personaggi: San Nicola da Tolentino; Santa Elisabetta d'Ungheria; Ludovico di Turingia. Architetture: castello di Wartburg.	0				
Oggetti: cesto. Animali: colomba.	0				
Architetture. Figure.	0				
Personaggi: Cerere. Animali fantastici: fauno. Attributi: (Cerere) calice fumante; fascio di spighe. Figure: amorini; contadini.	0				
Paesaggio di case e figura umana	0				
Personaggi: S. Giovanni Evangelista. Attributi: (S. Giovanni Evangelista) calice.	0				
allegoria della virtù	1				
figure: angeli	0				
BACIO DI GIUDA	1				
san Rocco	1				
Ritratti: Fanny Martinelli. Interno.	1				
ARCHITETTURA	1				
veduta di Moncalieri, Veduta della piazza di Moncalieri in giorno di mercato	0				
allegoria delle scienze naturali	1				
ritratto di Papa Clemente XIV	1				
San Giuseppe	1				
Fede e Speranza	1				
allegoria dell'inverno	1				
FIGURA	0				
autoritratto di Giuseppe Bonolis	1				
SAN TOMMASO D'AQUINO	1				
PAESAGGIO CON FIGURE	0				
Personaggi: Sant'Anna; Maria neonata; diverse inservienti; uomini; bambini eangeli. Animali: cane. Architetture: tempietto classico; soffitto a cassettoni;arco. Oggetti: culla; letto a baldacchino; brocche; asciugamani; cesta.	0				
Personaggi: Ercole; Onfale; Cupido. Figure: donne; servo negro; bambini. A bbigliamento: contemporaneo. Interno. Architetture: pilastri; colonne scan alate; capitelli; archi; portali. Paesaggi. Oggetti: tendaggi; tavola; ces tino; vaso; torta; biancheria; fusi; sgabello; forbici; clava; gioielli; b ottiglia; calice. Vegetali: fiori; alberi. Animali: gatto; cane; uccello. Animali fantastici: idra. Attributi: (Cupido) arco; freccia.	0				
stemma gentilizio della famiglia Medici	1				
Francesco Giuseppe I, Ritratto dell'imperatore Francesco Giuseppe I d'Asburgo Lorena	1				
elementi decorativi con fucili, elmetto e stella; elementi decorativi con bandiere; elementi decorativi con ghirlanda	0				
elementi decorativi con fucili incrociati; decorazioni a cornice con fasci littori	0				
ritratto di Maria Carolina di Savoia	1				
vendita all'asta	1				
Cristo caccia i mercanti dal tempio, La cacciata dei Mercanti dal tempio	0				
Crocifissione di Cristo	1				
Paesaggio con rovine	1				
San Gerolamo	1				
SANTA CECILIA	1				
MOSE'E IL SERPENTE DI BRONZO	1				
San Giovannino con l'agnello	1				
Santa Maria Maddalena	1				
Madonna con Bambino, San Giorgio e San Pasquale Baylon	1				
MOTIVI DECORATIVI FLOREALI	1				
Soggetti sacri: storie della natività di Gesù.	0				
Soggetti sacri: battesimo di Cristo.	0				
Personaggi: Madonna; Gesù Bambino; San Francesco; San Bernardino da Siena. Figure: angeli; serafini; confrati della confraternita della Giustizia; c ittadini. Vedute: città di Perugia.	0				
Paesaggio con alberi e case	1				
Stufa da cucina con stoviglie, gatto che dorme.	1				
Figure: uomo con barba.	0				
Personaggi: Margherita di Savoia. Abbigliamento: manto di ermellino. Oggetti: diadema; collane.	0				
apparizione di San Michele Arcangelo sulla Mole Adriana	1				
COLOSSEO	1				
Festino degli dei	1				
RIPOSO NELLA FUGA IN EGITTO	1				
Ritratto di bambino	1				
putto	1				
testa di baccante	1				
Personaggi: Alessandro Magno. Decorazioni: festoni di frutta; testa leonina; creature marine. Guerrieri: soldati. Elementi architettonici: altari.	0				
Divinità minori: Psiche; Consuetudo; Tristitia; Sollicitudo. Divinità: Venere. Figure.	0				
CONTADINI	1				
Personaggi: Madonna; Gesù Bambino. Figure maschili. Figure femminili. Oggetti: Letto.	0				
Personaggi: Madonna; Gesù Bambino. Figure maschili. Oggetti: Letto.	0				
Personaggi: Madonna; Gesù Bambino. Figure: Uomo; donna. Oggetti: Letto.	0				
Personaggi: Madonna; Gesù Bambino. Figure: Uomo. Oggetti: Letto.	0				
San Biagio	1				
Personaggi: Gesu' Bambino. Attributi: (Gesu' Bambino) croce; globo terrestre. Animali: serpente.	0				
Personaggi: San Giuseppe; Gesù Bambino.	0				
Composizione astratta	1				
santa Chiara	1				
Sacra Famiglia con San Giovannino e Sant'Elisabetta, La Sacra Famiglia con Sant'Elisabetta e San Giovannino	0				
San Girolamo, San Girolamo	1				
San Vincenzo di Saragozza	1				
allegoria della Giustizia, allegoria della Giustizia (Giustizia Farnese)	1				
stemma gentilizio della famiglia Barberini	1				
Rappresentazione astratta con figura maschile e bicicletta, The bicycle boy	0				
Veduta del ponte di Rialto a Venezia	1				
donna che prega, In manus tuas commendo spiritum meum	1				
SAN GREGORIO	1				
Santa Chiara, Santa Chiara	1				
Madonna assunta	1				
ritratto di Maria Carolina d'Austria	1				
paesaggio con alberi, Un bosco	1				
bozzetto per il monumento a Manfredo Fanti	1				
l'inverno	1				
Paesaggio con pastore e gregge	1				
Giuditta decapita Oloferne	1				
ritratto d'uomo, Ritratto del feldmaresciallo Julius von Heynau	1				
scena di vita campestre, Alla fontana	1				
Buddha	1				
Contadine che riposano	1				
ritratto di Domenicano	1				
ritratto di Leopoldo II d'Asburgo-Lorena	1				
allegoria dell'Inverno e dell'Estate	1				
grottesche	1				
ritratto di dama	1				
San Cristoforo guada il fiume con Gesu' Bambino sulle spalle	1				
SANTA TERESA D'AVILA	1				
Immacolata concezione	1				
Natura morta con cacciagione	1				
ritratto di musicista	1				
natura morta con fiori e frutta	1				
fuga in Egitto	1				
cane	1				
Testa d'uomo di profilo	1				
Ritratto	1				
Animali: cavallo. Figure: buttero. Paesaggi: paesaggio rurale.	0				
pesci	1				
adorazione dell'Eucaristia	1				
Flagellazione di Cristo	1				
Animali: cani; cinghiali.	1				
Personaggi: Cristo	0				
Personaggi: Madonna, Gesù Bambino,San Carlo Borromeo, San Francesco d'Assisi. Figure: putti	0				
Assunzione della Madonna, Assunzione di Maria	1				
Rebecca al pozzo	1				
autoritratto di Mario Avallone	1				
motivi decorativi vegetali con uccelli	1				
David ammonito da Nathan	1				
allegoria dell'amore materno	1				
venditore di verdura	1				
Elia resuscita il figlio della vedova di Sarepta	1				
Santa Elisabetta regina del Portogallo	1				
Soggetti sacri. Personaggi: San Giovanni Battista; San Miniato; San Tommaso; Madonna; San Francesco di Assisi; San Giacomo Maggiore. Figure: serafini. Abbigliamento: all'antica. Oggetti: croce astile; corona; palma; libro; croce; bastone da pellegrino; sepolcro; cintola. Paesaggi. Vegetali: fiori.	0				
Pentecoste	1				
Una donna spartana porge lo scudo al figlio	1				
paesaggio con cascata	1				
CRISTO RISORTO	1				
San Girolamo in meditazione	1				
San Tommaso da Villanova distibuisce l'elemosina ai poveri	1				
Martirio di san Lorenzo	1				
FEDE	1				
Personaggi: Giuseppe Bonolis. Abbigliamento.	0				
Personaggi: don Giovanni VeritÃ . Architetture.	0				
figure femminili in paesaggio urbano	0				
Animali: bovi.	1				
Il riconoscimento di Cristo da parte dei discepoli di San Giovanni Battista	0				
San Gaetano col Bambino Gesù	1				
scena campestre con figure	0				
motivi decorativi a volute	1				
TROFEO DI GUERRA	1				
architetture	1				
ingresso di re Vittorio Emanuele a Salerno	1				
Lettura	1				
RATTO DI ELENA	1				
Attilio Regolo costetto a entrare nella botte	1				
Sagome di soldati	1				
Donna seduta, prato, alberi	1				
figura femminile sdraiata	0				
Personaggi: Cristo.	0				
Apparizione di Gesù Bambino a Sant'Antonio da Padova	1				
Personaggi: Madonna; Gesu' Bambino; angeli. Elementi architettonici: lesena; mensole; portale; finestra; travi. Attributi: (Gesu' Bambino) corallo; rosa bianca. Oggetti: cesto di vimini; panno di lino bianco; scatola cilindrica; (angeli) perla; collana di perle.	0				
Personaggi: Madonna; Gesu' Bambino; S. Francesco; S. Pietro; S. Paolo; S. Giovanni Battista. Attributi: (S. Francesco) stigmate; libro; (S. Francesco) stigmate; (S. Pietro) chiavi; (S. Paolo) spada; (S. Giovanni Battista) croce. Elementi architettonici: trono. Oggetti: panneggio. Vegetali: alberi morti.	0				
Madonna con Bambino in trono con San Giovanni Battista, San Francesco, SanGirolamo e San SebastianoGirolamo e San Sebastiano	0				
Personaggi: Cristo Salvatore. Attributi: (Cristo Salvatore) globo con croce; aureola.e; aureola.	0				
Personaggi: Gesù Cristo morto; angeli. Attributi: (Gesù Cristo) corona di spine; aureola. Elementi architettonici: base.spine; aureola. Elementi architettonici: base.	0				
Donna con paesaggio meridionale	1				
Personaggi: Giovanni Battista. Attributi: (Giovanni Battista) Croce con cartiglio recante la scritta	0				
San Francesco di Paola dona i ceri al conte d'Arena	1				
Santi Pietro e Paolo	1				
scena familiare, Ritratto della famiglia di Massimiliano I	1				
paesaggio notturno	1				
MADONNA CON BAMBINO DORMIENTE	1				
Santa Caterina d'AlesSandria, Santa Caterina d'Alessandria	1				
Madonna con Bambino, La Vergine col Bambino	1				
riposo durante il ritorno dall'Egitto, Riposo in Egitto	1				
San Carlo Borromeo	1				
Veduta archeologica astratta, Canale Monterano	1				
fiori e fagiani	1				
Ritratto di donna, Ritratto di nobil donna	1				
ritratto di uomo	1				
Giudizio di Salomone	1				
Madonna in trono con Bambino e santi	1				
Tobiolo e l'angelo	1				
ritratto d'uomo, autoritratto	1				
Carità	1				
motivi decorativi geometrici a losanga	1				
Sacra Famiglia a Nazaret, Sacra Famiglia con Santo ignoto	1				
ritratto d'uomo, ritratto maschile	1				
battesimo di Cristo, Il Battesimo di Gesù	1				
MARIA VITTORIA DELLA ROVERE CON IL FIGLIO COSIMO III	1				
Personaggi: Abramo; Isacco. Figure: angelo. Oggetti: coltello; braciere; legna. Animali: ariete. Vegetali: zucca.	0				
Personaggi: Maria Vergine; GesÃ¹ Bambino. Frutti: ciliegie.	0				
Personaggi: Prometeo. Oggetti: statua d'argilla; fiaccola; piedistallo.	0				
Storie della vita di Alessandro Magno / angioletti con insegne papali / emblema	0				
Manovra militare, Manovra militare al Campo di Marte di Caserta	1				
motivi decorativi architettonici	1				
testa di leone	1				
Ritratto di Francesco Pacini	1				
Scena raffigurante un'automobile che travolge una fanciulla	0				
Figura allegorica femminile dolente inginocchiata ai piedi della croce	0				
Ritratto di Eugenia Puccinelli Tolomei	1				
Angelo in atteggiamento meditativo con ghirlanda di fiori	1				
paesaggio con buoi, buoi in Maremma	1				
Omaggio a d'Annunzio	1				
Presentazione di Gesu' al Tempio	1				
Sant' Antonio da Padova con il Bambino	1				
Madonna del Rosario	1				
Giudizio Universale	1				
una chioccia e quattro pulcini	1				
Aurora	1				
Santa Caterina, Sant'Apollonia, Sant'Agata, Sant'Anna, San Gioacchino, San Giovanni Battista, Cristo, la Vergine, San Giuseppe, Santa Barbara, Santa Lucia, Santa Maria Maddalena	0				
figure femminili, Donne che lavorano	0				
Santa Caterina da Siena	1				
MARINA CON BARCHE	1				
motivi decorativi architettonici e geometrici	1				
SACRO CUORE DI MARIA	1				
Ritratto di papa Clemente XI	1				
Madonna con Bambino e Santa Francesca Romana	1				
martirio di San Gennaro	1				
Madonna del Carmelo	1				
ritratto d'uomo di profilo	1				
Gesù Bambino	1				
santo	1				
CRISTO CADE SOTTO LA CROCE	1				
partenza per Canaan	1				
Fiera nel Campo di Marte	1				
Spaccato della Camera di San Paolo	1				
Addio di Anchise al figlio Enea e alla Sibilla Deifobe alle porte dell'Averno	0				
donna col costume di Frattura	1				
ANGELO ANNUNCIANTE	1				
Madonna col Bambino e san giovannino	1				
Disputa sul sangue di Cristo	1				
Papa Sisto IV stabilisce un reparto per il ricovero dei nobili decaduti	0				
pittura	1				
Madonna della Vallicella con San Filippo Neri	1				
sacra famiglia con San Giovannino	1				
Deposizione	1				
vescovo	1				
prospettiva di una cupola	1				
autoritratto di Annibale Carracci	1				
adozione dei pastori	1				
San Luca evangelista	1				
stazione I: Gesù condannato a morte	1				
stazione XIV: Gesù deposto nel sepolcro	1				
Madonna del Latte	1				
ritratto d'uomo, Vittorio Emanuele III	1				
CORNICE ARCHITETTONICA CON MOTIVI DECORATIVI E FIGURE	0				
simbolo di San Giovanni Evangelista: aquila	1				
figura femminile allegorica	0				
Mascherone	1				
Sant'Agostino	1				
angeli reggicartiglio	1				
SAN GIACOMO MINORE	1				
SAN PAOLO	1				
Madonna in trono con Bambino e Santi, Madonna in trono col Bambino e angeli fra i santi Gregorio, Girolamo, Ambr ogio e Agostino	0				
ritratto di Bia de' Medici	1				
PENELOPE AL TELAIO	1				
San Giovanni evangelista	1				
ritratto d'uomo, Ritratto di procuratore	1				
Profeti	1				
Frate	1				
MOTIVI DECORATIVI VEGETALI STILIZZATI	1				
Croce	1				
Madonna con Bambino, Madonna delle Grazie	1				
Tigre	1				
wrangka	1				
flora	1				
Giuseppe II d'Austria	1				
San Matteo e l'angelo (?)	1				
Pianta	1				
pozzo in campagna	1				
Soldato di Cristo	1				
ORSO	1				
San Riccardo emerge dalla nube con gesto benedicente rivolto ad un cieco	0				
Geremia	1				
carta da gioco: Nove di spade, I Tarocchi Brambilla: Nove di Spade	0				
carta da gioco: Ruota della Fortuna, I Tarocchi Brambilla: Donna della Fortuna (o la Ruota della Fortuna)	0				
scena biblica, Mosè salvato dalle acque	1				
motivo decorativo floreale	1				
ritratto di uomo in nerpo con berretto	1				
Madonna con angeli	1				
Ritratto di Lorenzo de' Medici	1				
Ritratto di Maria Maddalena d'Austria	1				
Luciano Manara	1				
Conversione di San Paolo	1				
Sant'Antonio Abate	1				
stemmi gentilizi	1				
Figura di soldato con allegoria della Vittoria	0				
Incoronazione di Maria Vergine con coro di angeli musicanti	1				
Madonna del Sacro Cuore con angeli	1				
Ritratto di Ignazio Giorgi	1				
ritratto del pittore Emilio Donnini	1				
busto ritratto d'uomo panneggiato	1				
busto d'uomo in uniforme militare acefalo	1				
compianto delle donne al sepolcro	1				
busto maschile panneggiato acefalo	1				
Testa d'aquila	1				
testa ritratto di Matilde Bonaparte de Monfort	1				
paesaggio con case	1				
gentiluomo, Costume militare del secolo XV	1				
paesaggio, Tempo piovoso	1				
paesaggio, Sera d'autunno	1				
iscrizione	1				
Ritratto di donna, L'Arlesiana (Ritratto di M.me Ginoux)	1				
grottesche con figure e girali	0				
Presepio	1				
allegoria della pace	1				
Allegoria della vittoria	1				
Figura di soldato: fante	0				
spada entro ghirlanda	1				
sibilla	1				
SACRIFICIO DI ELIA SUL MONTE CARMELO	1				
Angeli in gloria	1				
motivi decorativi vegetali a festoni con nastri e putti	1				
Cristo e l' adultera	1				
figura femminile, Maria Adelaide	0				
Motivo decorativo	1				
paesaggio con architetture	1				
autoritratto	1				
studi di frati	1				
Miracolo di San Vincenzo Ferreri	1				
RITRATTO DI RANUCCIO I FARNESE	1				
conte Moreau de Saint Méry	1				
MINERVA	1				
culla	1				
MADONNA CON BAMBINO SANT'ANNA E SAN GIOVANNINO	1				
campo dopo la battaglia	1				
Vasi e fiori	1				
ingresso a Roma di Borso d'Este	1				
poeti alla fonte di Ippocrene	1				
imbarcazione cinese	1				
Episodi della Passione di Cristo	1				
Moltiplicazione dei pani e dei pesci	1				
MADONNA CON BAMBINO CON SAN FRANCESCO E SANTA CHIARA	1				
contadina con capre	1				
Personaggi: San Giovanni Battista, San Bernardino Da Siena. Abbigliamento: (San Giovanni Battista) veste scura di pelle, tunica bianca; (San Bernardino da Siena) abito francescano. Attributi: (S. Giovanni Battista): cartiglio; (San Bernardino da Siena) libro, monogramma IHS.	0				
San Benedetto	1				
Madonna con Bambino e Santi, La Madonna con Bambino e angelo tra San Domenico e Santa Caterina da Siena	0				
CAMPO DI BATTAGLIA	1				
Maria Vergine/ Santa Maria Maddalena/ Sant'Anna/ Santa Caterina d'Alessandria	1				
DAVID	1				
Dio Padre benedicente David	1				
iniziale decorata	1				
iniziali decorate	1				
Motivo decorativo vegetale	1				
crisantemi	1				
San Giovannino	1				
Ritratto di Vincenzo o Giuseppe Giani	1				
corteo di cavalieri macedoni	1				
visione di San Francesco d'Assisi	1				
Ritratto di priore	1				
Maria Carolina D'Asburgo-Lorena, Busto di Maria Carolina D'Asburgo-Lorena	1				
Allegoria del soldato come eroe antico	1				
Madonna	1				
Figura di soldato che porta la bandiera	0				
Allegoria della Vittoria che incorona un soldato morente	1				
motivo decorativo ad archi intrecciati; fiori di brionia e trifogli	1				
Santo Stefano e decorazioni	1				
stemma del cardinale Montalto	1				
Madonna della Quercia e Santi	1				
Maddalena	1				
imperatore romano	1				
motivo decorativo a foglia di quercia	1				
Ercole e Onfale	1				
Cucitura, Frontiera	1				
Leone cinese, drago e tigre	1				
Composizione di colore, Per Silvio	1				
Allegoria del sacrificio del soldato per la Patria	1				
CRISTO E LA SAMARITANA	1				
San Leonardo e San Rocco, San Leonardo e San Rocco	1				
Madonna in trono e San Rocco, Madonna in trono e San Rocco	0				
San Rocco, San Rocco	1				
Santo, Santo	1				
santo domenicano	1				
Mosè salvato dalle acque	1				
Figure femminili	0				
Lotta di galli	1				
Salomone e la regina di Saba	1				
stemma	1				
Leone	1				
San Bernardo, Episodio della vita di Bernardo Colleone	1				
FIORE	1				
FIGURA MASCHILE SEDUTA	0				
Danza di Salome'	1				
SAN CAMILLO DE' LELLIS RICEVE OFFERTE DA UN NOBILE	1				
san Lorenzo	1				
Angeli	1				
allegoria della fertilità della terra	1				
stemma dell'ordine francescano	1				
Giovane	1				
motivi decorativi vegetali con putti alati	1				
Volto di Cristo	1				
ASSENTE	1				
Congedo dalla famiglia	1				
Ercole uccide il drago Ladone	1				
martirio di San Bernardo d'Alsazia	1				
motivo decorativo zoomorfo	1				
DANIELE NELLA FOSSA DEI LEONI	1				
ascensione di Cristo, ascensione di Cristo	1				
la partenza del Bucintoro per San Nicolò del Lido il giorno dell'Ascensione, L'arrivo della Regina di Cipro	0				
fiori e motivi decorativi vegetali	1				
Santa Maria Maddalena penitente	1				
Amida	1				
Allegoria della Morte del Soldato	1				
Elemento decorativo, Sfera con volute	1				
"lettera ""S"",1
""lettera ""I"",1
""lettera ""N"" (?)"	1				
Ritratto, Medaglione ritratto di Horatio F. Brown	1				
Tre figure, La Sacra Famiglia	0				
figura di soldato: alpino	0				
MARTE	1				
Teti presenta Achille al tempio	1				
GIOVE	1				
motivi decorativi vegetali e figure orientaleggianti	0				
busto maschile	1				
motivi architettonici a trompe l'oeil/ motivi decorativi a fusarole/ a per le	0				
veduta della prima sede dei giuristi	1				
Cristo e l'adultera	1				
testa di cherubino	1				
allegoria della Letteratura	1				
Baccanale	1				
ritratto di Carlino Leoni	1				
Sant'Antonio appare in sogno ad una donna addormentata vicino a una sorgente	0				
Madonna con Bambino in trono tra santi	1				
Ritratto di Lodovico Gabrielli	1				
orti Garibaldi	1				
Ritratto di gentildonna	1				
veduta di Fossombrone, Il ponte intatto	1				
figura femminile seduta seminuda	0				
donna con bambino	1				
Cristo appare a San Pietro penitente in una caverna	1				
cherubino	1				
Cristo risorto tra angeli, Cristo risorto tra angeli	1				
STEMMA GENTILIZIO	1				
PUTTI REGGISTEMMA	1				
motivi decorativi vegetali con figure	0				
GIUSEPPE INTERPRETA I SOGNI DEL FARAONE	1				
SAN FRANCESCO D'ASSISI	1				
PUTTI	1				
Cena in Emmaus	1				
storie della vita di San Benedetto	1				
Perseo libera Andromeda	1				
simboli mariani	1				
Allegoria della Giustizia	1				
Motivo decorativo geometrico	1				
Filosofo	1				
veduta di citta	1				
FIGURE ALLEGORICHE FEMMINILI	0				
San Francesco d' Assisi	1				
soldato in combattimento	1				
Veduta della Valsassina, La Valsassina	1				
Dottor Balanzone	1				
Farfalle e fiori	1				
testa leonina	1				
raffigurazione simbolica e allegorica/ allegoria della Vittoria come aquila	0				
stelle	1				
Ritratto di giovane donna con ricche vesti e gioielli	1				
Ritratto di Abondio Lena Perpenti	1				
FIGURA DI ANZIANO, A ritroso nel tempo	0				
Cristo in croce e Santa Maria Maddalena	1				
SANT'ELENA	1				
putto con delfino	1				
ebbrezza di NoË	1				
angeli adoranti	1				
scena tratta dalla vità di Cornelio Silla	1				
cartiglio	1				
FIGURA ALLEGORICA FEMMINILE	0				
Scene mitologiche/ Parche/ motivi architettonici a trompe l'oeil/ festoni/ cartigli/ mascheroni	0				
busto di donna	1				
scena mitologica/ motivi decorativi a finti stucchi	1				
motivi decorativi a volute/ dentelli/ foglie d'acanto/ palmetta/ perle	1				
paesaggi con architetture, figure orientali e animali	0				
paesaggio con architettura cinese e uccelli	1				
motivi fitomorfi	1				
interno di casa patrizia	1				
Isaia	1				
SIMBOLO DI SAN MARCO: LEONE	1				
paesaggio con rudere	1				
Dio Padre benedicente	1				
cofano del sommergibile Bragadin	1				
Madonna con Bambino, San Giovannino e un angelo	1				
SACRA FAMIGLIA CON ANGELO	1				
Adamo ed Eva nel Paradiso Terrestre	1				
la predicazione di San Giovanni Battista	1				
Sant' Antonio	1				
stazione XI: Gesù inchiodato alla croce	1				
San Nicola da Tolentino celebra l'Eucaristia	1				
Testa d'uomo	1				
paesaggi con figure	0				
Allegoria dell'Autunno	1				
Motivi decorativi geometrici e vegetali	1				
Putto alato	1				
putti tra tralci e grappoli d'uva	1				
ritratto di Umberto I	1				
Musico	1				
SOLDATO	1				
leopardo	1				
Toro	1				
guarigione di una paralitica a tre viri	1				
VEDUTA DI UN PALAZZO	1				
motivi decorativi a finti tendaggi	1				
Stemma comunale	1				
stemmi delle contrade e dei rioni di Tivoli fra elementi vegetali	0				
Motivi decorativi a foglie d'acanto	1				
SAN MARTINO DONA PARTE DEL MANTELLO AL POVERO	1				
Gesù Bambino dormiente sulla croce	1				
Sacrificio di Isacco	1				
GESU' BAMBINO	1				
Soggetti sacri. Personaggi: Madonna; Dio Padre; San Bernardo degli Uberti; San Giovanni Gualberto; San Benedetto; San Michele arcangelo. Figure: angeli; angeli musicanti; cherubini. Paesaggi. Oggetti: libro; strumenti musicali.	0				
Cristo con i simboli della Passione, Madonna, San Domenico	1				
Soggetti sacri. Personaggi: Madonna; Gesù Bambino; Santi.	0				
motivi decorativi a palmette/ foglie/ intreccio	1				
linee di intreccio/ speculum sine macula/ stella maris	1				
SCENA BIBLICA	1				
ritratto di Carlo III di Spagna	1				
il soggetto dell'opera è un fanciullo	1				
Testa di Luigi Bracchi	1				
profeta	1				
aironi	1				
Santi/ Sante/ monache benedettine	1				
San Luigi di Francia	1				
San Pietro Apostolo	1				
Morte	1				
Carlo di Borbone dichiara guerra agli Austriaci, Carlo di Borbone dichiara guerra agli Austriaci	0				
busto dell'imperatore Ottone	1				
studi di animali	1				
Pitocchi in riposo nella campagna romana	1				
Veduta del Rio dei Mendicanti a Venezia	1				
San Nicola da Tolentino	1				
Ritratto maschile	1				
allegoria della Vittoria; figure di soldati in combattimento; allegoria del sacrificio del soldato per la Patria	0				
motivi decorativi vegetali a girali	1				
Venere	1				
RITRATTO DI DANTE ALIGHIERI	1				
Maschera funebre del Conte di Cavour	1				
partenza da Milamo di re Carlo Felice di Savoia, la partenza di re Carlo Felice da Milano allorchè accompagnò la principessa figlia di Vittorio Emanuele	0				
Uccelli	1				
Allegoria della primavera	1				
figura maschile con cavalli e serpenti	0				
busto ritratto d'uomo	1				
paesaggio fluviale con alberi; paesaggio con alberi	1				
Gesù Bambino e Santi	1				
Cristo crocifisso/ Deposizione/ Lamentazione/ Noli me tangere (tabellone sinistro)/ Visita delle pie donne al sepolcro/ Cena in Emmaus (tabellone destro)/ Maddalena e San Ranieri (ai piedi del Cristo).	0				
La Resurrezione di Lazzaro	1				
cristo salvatore	1				
Ippocampi	1				
mano con grappoli d'uva	1				
Danza di contadini	1				
SOLE	1				
autoritratto di Annibale Carracci, Autoritratto con figure	0				
Motivo decorativo vegetale.	1				
Motivi decorativi a volute e a raggiera	1				
paesaggio con viandanti e ponte	1				
motivi decorativi a girali vegetali	1				
teschio	1				
Sant'Antonio abate e san Paolo eremita nutriti da un corvo	1				
Diana cacciatrice (?)	1				
allegoria della Fede	1				
Madonna in trono con Bambino, Madonna del cardellino	1				
Santa Geltrude	1				
Madonna con bambino e i martiri palermitani	1				
Quattro evangelisti	1				
stanza da letto di Desdemona	1				
SAN PIETRO	1				
Estasi di santa Caterina da Siena	1				
interno di una sala di palazzo	1				
radura in un bosco	1				
San Paolo apostolo	1				
Esculapio	1				
paesaggio con pino e convento	1				
PAESAGGIO CON RUDERI	1				
fortezza	1				
Madonna con Gesù Bambino e angeli	1				
Reitulpe	1				
candelabro a sette braccia	1				
Imperatore Zemescis	1				
San Giovanni Berchmans	1				
SAN FILIPPO NERI	1				
Figure femminili: busto di profilo.Abbigliamento: cuffia	0				
busto di uomo	1				
Decorazioni: motivi decorativi vegetali a palmette, motivi decorativi a rosette	1				
Angeli con rose	1				
Personaggi: Cristo; Madonna; san Giovanni evangelista. Oggetti: croce.	0				
Personaggi: Madonna; Arcangelo Gabriele. Figure: angioletti; cherubino. Attributi: (Arcangelo Gabriele) giglio. Simboli: (Spirito santo) colomba. Oggetti: leggio. Fenomeni metereologici: nuvola.	0				
Soggetti sacri: madonna con bambino .Soggetti profani: devoto	0				
Vedute: Riva degli Schiavoni a Venezia	1				
Personaggi: Madonna: Gesù Bambino.	0				
Ritratti: signora Martelli.	1				
Ciclo di affreschi di casa Panigarola, Uomini d'arme	1				
Martirio di Santo	1				
TEMPO	1				
Stemma di Pio VII	1				
Dio Padre in gloria	1				
Dio Padre e cherubini	1				
Veduta fantastica	1				
allegoria di Barlaam	1				
MADONNA CON BAMBINO IN TRONO	1				
Apollo e Dafne	1				
papa Giovanni VI	1				
papa Clemente IV	1				
Personaggi: Sant'Ercolano.	0				
Ercole	1				
Vedute: Amelia: Porta Leone IV.	1				
Personaggi: Santa Caterina d'Alessandria; Sant'Antonio Abate.	0				
Personaggi: Cristo in gloria. Figure: cherubini.	0				
Crocifissione di s. Pietro	1				
figura maschile con clava	0				
BATTAGLIA NAVALE	1				
Personaggi: compianto su Cristo morto.	0				
episodio delle nozze di Elisabetta Farnese	1				
Personaggi: Ferdinando; Filippo Pasquale. Attributi: (Ferdinando) pianta di una fortezza. Oggetti: armatura.	0				
Personaggi: Maria Isabella.	0				
Personaggi: Elisabetta Farnese. Attributi: (Elisabetta Farnese) mantello d'ermellino; corona. Paesaggio.	0				
Architetture: atrio. Figure.	0				
Personaggi: Maria Giuseppa Carmela.	0				
Mare. Mezzi di trasporto: barche. Figure.	0				
Paesaggi. Architetture: case. Figure maschili. Laghi.	0				
San Domenico con Gesù Cristo e confrati	1				
Personaggi: Cristo; San Giovanni Battista. Attributi: (San Giovanni Battista) croce con cartiglio; ciotola battesimale. Figure: angeli. Paesaggi: paesaggio fluviale.	0				
Teoria di Santi	1				
Oggetti: culla.	0				
Paesaggi. Figure maschili. Figure femminili. Animali. Vegetali.	0				
